InstrID,CountryCode,Identifier,Name,Exchange,Sector,SPDRIndx,MktCapType,FS_AsOfDate,FS_BVPS,FS_EPS,FS_DivRate,FS_GrowthGrade,FS_GrowthGradeYOY,Ratio_PE,Ratio_Beta,Ratio_PEG,Ratio_PEGY,Ratio_Current,Ratio_Quick,Ratio_DebtToFCF,Ratio_ROIC,Eval_ValuePrice_M,Eval_IRT_M,Eval_GrahamNumber,MktPrice_Date,MktPrice_Close,MktPrice_Change,MktPrice_Volume,MktPrice_VolumeAvg,MktPrice_52Wk_Lo,MktPrice_52Wk_Hi,MA10,MA10_ChangePcnt,MA30,MA30_ChangePcnt,MA50,MA50_ChangePcnt,MA150,MA150_ChangePcnt,MA200,MA200_ChangePcnt,RSI,RSI_ChangePcnt,SlowStoch_K,SlowStoch_D,SlowStoch_ChangePcnt,MACD,MACD_ChangePcnt,Jan_07_MktPrice_Close,Jan_07_MktPrice_Volume,Jan_14_MktPrice_Close,Jan_14_MktPrice_Volume
1064,US,A,Agilent Technologies Inc.,NYSE,Healthcare,XLV,Large,10/31/2015,12.36,1.2,0.46,0,7.3686,33.8,1.22,-1,-1,3.7766,2.9211,4.2112,0.0655,6.1084,29.0112,18.268,12/31/2015,41.81,-0.36,1449300,3294750,34.67,43.04,41.5,0.0009,40.91,0.0028,39.57,0.0028,38.52,0.0001,39.43,0,56.01,-0.1051,0.8579,0.88,-0.02141,0.0299,-0.6364,39,3502100,37.61,2893300
232480,US,AAC,"AAC Holdings, Inc.",NYSE,Healthcare,,Small,9/30/2015,1.36,0.61,NULL,79.7692,70.4103,31.2459,1.73,0.2586,0.2586,4.7661,4.6796,-14.5888,0.0924,38.8846,9.201,4.3204,12/31/2015,19.06,0.51,143900,243523,19.89,44.7,19.93,-0.0172,22.11,-0.0052,22.82,-0.0078,28.76,-0.0046,29.79,-0.0018,30.7,0.5708,0.0814,0.1059,0.35227,-0.2173,0.3635,18.2,97600,17.27,210600
192339,US,AACAY,AAC Technologies Holdings Inc.,OTC Markets,Conglomerates,,Large,12/31/2014,10.58,3.62,1.24,81.3077,68.2404,17.9558,0.34,0.645,0.6036,0,0,0,0.237,576.4347,6.695,29.3554,12/31/2015,65,0.4,1900,10177,48.11,72.99,65.25,-0.0018,68.4,-0.0031,67.06,0.0012,60.41,0.001,60.53,-0.0003,38.64,0.1799,0.0977,0.0846,0.90039,-0.0358,0.6994,58.15,2600,57.28,15500
228611,US,AAL,American Airlines Group Inc.,NASDAQ,Utilities,XLU,Large,9/30/2015,7.13,6.96,0.4,53.7147,27.0192,5.9066,3.85,0,0,0.9015,0.2634,-8.4487,0.0798,419.7553,2.8083,33.4149,12/31/2015,42.35,-0.45,6788900,7282623,37.62,55.45,42.78,-0.002,42.83,0,43.75,-0.0011,42.07,0,43.78,-0.0013,43.06,-0.0913,0.5506,0.5279,-0.0312,-0.0004,-1.0049,40.45,11282600,40.55,11714900
222723,US,AAMC,Altisource Asset Management Corporation,AMEX,Utilities,,Micro,9/30/2015,3.2,10.06,0,0,0,1.7058,5.21,0,0,0.2629,3.4597,0,-1.5765,163.9428,1.0915,26.9132,12/31/2015,17.16,-0.39,30700,56600,11.34,327.18,17.2,0.0171,15.06,0.0102,18.56,-0.012,67.08,-0.015,102.38,-0.0094,52.42,-0.0416,0.7596,0.8556,-0.03558,0.3963,-0.3859,15.48,94400,16.98,26300
45497,US,AAN,"Aaron's, Inc.",NYSE,Services,,Mid,9/30/2015,16.57,1.87,0.1,40.0972,48.4348,11.9733,0.02,-1,-1,1.0892,0.1906,-6.3165,0.057,11.7197,8.3699,26.4042,12/31/2015,22.39,-0.16,549200,725513,21.74,40.33,22.59,-0.002,23.26,-0.0017,25.49,-0.0125,33.14,-0.0025,32.78,-0.0009,41.16,-0.0657,0.6572,0.5724,0.00953,0.147,-0.2154,20.67,891200,21.02,643900
228365,US,AAOI,"Applied Optoelectronics, Inc.",NASDAQ,Industrial Goods,,Small,9/30/2015,7.68,0.54,NULL,59.7949,50.4359,31.7778,NULL,0.6356,0.6356,2.33,1.3426,-0.7685,0.0364,29.9404,9.447,9.6598,12/31/2015,17.16,-0.64,103200,245447,8.59,22.51,17.3,0.0014,17.58,0.0009,17.97,-0.0012,18.74,-0.0002,17.69,0.0011,43.83,-0.2915,0.6941,0.7,-0.18949,0.0986,-0.4176,15.29,372100,14.16,259100
2431,US,AAON,AAON Inc.,NASDAQ,Industrial Goods,,Mid,9/30/2015,3.31,0.79,0.22,75.2703,54.5897,29.3924,1.01,1.0114,0.9794,3.0689,1.7509,0.0308,0.2612,13.856,13.1857,7.6704,12/31/2015,23.22,-0.45,211100,180120,19.57,25.15,23.26,-0.0007,23.79,-0.0006,23.34,0.0018,22.32,-0.0001,22.71,0.0002,44.08,-0.2259,0.6084,0.4867,0.0418,0.0497,-0.4067,21.21,152900,19.98,126600
60,US,AAP,Advance Auto Parts Inc.,NYSE,Services,XLY,Large,10/31/2015,26.38,6.81,0.24,69.8312,39.9904,22.1013,0.78,1.4843,1.4685,1.2666,0.1829,2.6884,0.174,157.5833,9.6521,63.5773,12/31/2015,150.51,-0.89,758300,1216273,145.34,198.72,150.3,-0.0068,155.36,-0.0029,168.97,-0.0051,171.47,-0.0001,165.93,0,44.29,-0.0622,0.3402,0.2867,-0.002,1.0162,-0.0724,148.83,1342600,141.32,1109900
32,US,AAPL,Apple Inc.,NASDAQ,Consumer Goods,XLK,Large,9/30/2015,22.53,9.22,2.08,93.7981,80.4391,11.3319,0.99,0.4265,0.3968,1.1088,0.7072,0.7662,0.3132,117.047,6.2173,68.3656,12/31/2015,105.26,-2.06,40635300,39398917,103.12,130.56,107.44,-0.0056,113.47,-0.0025,115.17,-0.0015,117.56,-0.0014,120.06,-0.001,30.22,-0.1851,0.1524,0.1653,-0.10619,-0.0509,-1.8519,96.45,80229800,99.52,62424200
69684,US,AAT,"American Assets Trust, Inc.",NYSE,Financial,,Mid,9/30/2015,16.89,0.85,1,51.8462,34.0705,45.1176,0.3,1.3188,1.2254,0.7241,0.8355,-27.0372,0.0427,27.5473,13.7049,17.9728,12/31/2015,38.35,-0.74,317400,170563,37.49,44.65,38.75,-0.0034,39.15,-0.0008,40.03,-0.0025,40.28,-0.0002,40.58,-0.0006,39.74,-0.2601,0.5691,0.5541,-0.14216,0.066,-0.5373,37.9,244700,37.08,206700
2370,US,AAWW,"Atlas Air Worldwide Holdings, Inc.",NASDAQ,Services,,Mid,9/30/2015,55.31,3.47,NULL,34.8472,42.4712,11.9135,1.14,0.4722,0.4722,1.2502,1.0641,-6.0606,0.0562,19.8844,8.4592,65.714,12/31/2015,41.34,0.36,306300,213443,34.3,59.42,41.74,0.0025,40.78,0.0009,40.78,0.0003,44.38,-0.002,45.58,-0.0006,49.99,0.0642,0.5918,0.7836,-0.09324,0.0026,-0.9725,35.92,378700,34.08,177000
217,US,AB,AllianceBernstein Holding L.P.,NYSE,Financial,,Mid,9/30/2015,15.26,1.94,1.72,25.9124,23.9744,12.2938,1.23,0.2015,0.1802,NULL,NULL,0,0.1144,7.3681,9.9963,25.8089,12/31/2015,23.85,-0.66,214400,371543,22,32.4,24.22,0.0028,24.2,-0.0007,24.81,-0.0021,26.93,-0.0019,27.99,-0.0012,45.19,-0.2038,0.7781,0.8598,-0.06958,0.1251,-0.4615,22.45,414300,20.19,362500
112,US,ABAX,"Abaxis, Inc.",NASDAQ,Healthcare,,Mid,9/30/2015,9.24,1.39,0.44,85.7115,64.5107,40.0576,0.36,1.1096,1.0859,5.0832,3.4542,0.0143,0.1317,39.9881,14.0543,16.9994,12/31/2015,55.68,-2.2,196100,140460,42.06,66.54,54.69,0.0039,53.7,0.002,52.15,0.0039,50.19,0.0003,52.54,-0.0007,56.03,-0.2651,0.8677,0.8773,-0.08674,0.3662,-0.3458,53.08,138000,50.45,139900
1521,US,ABB,ABB Ltd.,NYSE,Industrial Goods,,Large,12/31/2014,7.6,1.07,0.18,32.0235,38.469,16.5701,1.11,6.5237,4.6545,1.6037,1.1183,2.6907,0.1101,5.5434,12.4358,13.5266,12/31/2015,17.73,-0.35,989400,2270663,17.14,23.14,17.89,-0.002,18.26,-0.0014,18.43,-0.0004,19.43,-0.0014,20,-0.0008,37.41,-0.2712,0.6302,0.6243,-0.15129,0.0403,-0.4997,16.6,2422400,16.73,3914500
211321,US,ABBV,AbbVie Inc.,NYSE,Healthcare,XLV,Large,9/30/2015,2.92,1.72,2.28,0,5.4402,33.3837,1.66,-1,-1,1.4112,1.1873,10.6772,0.1149,31.5511,13.3116,10.6303,12/31/2015,59.24,-0.56,6019300,6869677,48.27,70.54,58.02,0.0028,58.06,-0.0007,58.18,0.0015,62.34,-0.0008,62.48,-0.0001,61.99,-0.1071,0.929,0.9537,-0.03112,0.4772,-0.156,57.21,9109300,54.56,16630600
5205,US,ABCB,Ameris Bancorp,NASDAQ,Financial,,Mid,9/30/2015,13.22,1.22,0.2,36.406,33.0556,27.8607,0.82,0.5106,0.5052,NULL,NULL,-1831.0909,0.0926,14.953,13.6413,19.0496,12/31/2015,33.99,-0.58,198700,255517,23.49,34.9,34.06,-0.0012,34.05,0.0011,33.14,0.0031,29.05,0.002,28.22,0.0014,47.42,-0.1907,0.7621,0.6979,-0.05405,0.0093,-0.8618,31.54,362300,30.2,258500
5212,US,ABCW,Anchor BanCorp Wisconsin Inc.,NASDAQ,Financial,,Small,9/30/2015,22.49,14.12,NULL,4.109,0,3.0822,2.62,-1,-1,NULL,NULL,0,0.0786,190.3168,2.5063,84.5285,12/31/2015,43.52,-1.29,22200,36817,33.73,45.42,44.58,-0.0029,43.14,0.0016,42.58,0.0006,40.67,0.0011,39.41,0.0011,43.1,-0.2641,0.7094,0.692,-0.07482,-0.1562,-5.2797,43.14,23000,42.96,179300
5795,US,ABG,"Asbury Automotive Group, Inc.",NYSE,Services,,Mid,9/30/2015,18.37,5.1,NULL,52.2788,33.9412,13.2235,1.08,0.3571,0.3571,1.2263,0.2648,149.58,0.0779,78.308,6.7335,45.9125,12/31/2015,67.44,-0.6,366400,297260,66.76,95.54,68.38,-0.004,71.52,-0.0014,73.77,-0.0053,81.68,-0.0014,82.46,-0.0007,33.43,-0.0931,0.3352,0.374,-0.07377,0.1027,-0.4034,55.62,489600,50.14,560400
1523,US,ABM,ABM Industries Incorporated,NYSE,Services,,Mid,10/31/2015,17.58,1.33,0.66,42.7244,35.1303,21.406,1.07,18.6139,6.1689,1.667,1.4988,1.3277,0.0684,10.4486,13.3049,22.9365,12/31/2015,28.47,-0.61,234400,256267,27.58,33.76,28.88,-0.0022,29.14,-0.0004,28.91,0.0001,30.61,-0.0009,30.98,-0.0005,38.27,-0.2613,0.5313,0.7182,-0.29732,0.0116,-0.8708,26.72,194600,27.55,331700
4497,US,ABMD,"ABIOMED, Inc.",NASDAQ,Healthcare,,Mid,9/30/2015,4.73,2.9,NULL,82.5256,38.6357,31.131,-0.53,0.0554,0.0554,5.5988,2.2719,0,0.4944,747.7058,7.5893,17.5679,12/31/2015,90.28,-1.84,491700,382827,37.28,105.75,89.21,0.0042,84.57,0.0045,83.97,-0.001,83.28,0.0025,79.33,0.0019,58.62,-0.1361,0.9025,0.8934,-0.00767,0.3632,-0.4252,81.92,559800,87.88,577900
1621,US,ABT,Abbott Laboratories,NYSE,Healthcare,XLV,Large,9/30/2015,15.18,3,1.04,0,29.2991,14.17,1.42,8.3846,3.4227,1.449,0.8882,2.2914,0.0764,9.7833,13.1936,32.0102,12/31/2015,44.91,-0.36,4156700,5258927,39.06,51.2,44.87,-0.0025,45.17,0.0001,44.95,0.0014,46.14,-0.0005,46.45,-0.0003,47.77,-0.096,0.6654,0.6146,-0.02218,0.0415,-0.5131,41.54,7132400,41.1,7325500
5328,US,ABTL,Autobytel Inc.,NASDAQ,Technology,,Small,9/30/2015,7.82,0.4,NULL,59.3194,10.0769,56.4,1.13,0.8101,0.8101,2.0454,2.0088,3.2947,0.041,26.3998,12.3166,8.3893,12/31/2015,22.56,0.44,279400,140643,9.1,24.32,21.52,0.0035,22.54,0.0025,21.58,0.0005,18.83,0.0021,17.79,0.0023,61.23,0.102,0.621,0.4005,0.30706,0.1879,0.4799,18.81,152000,18.39,125200
232225,US,ABY,Abengoa Yield plc,NASDAQ,Utilities,,Mid,12/31/2014,22.91,0.09,1.72,0,0,214.3333,0,8.7,0,1.2656,0.8328,-177.8846,0.0329,2.515,22.1461,6.8112,12/31/2015,19.29,0.07,749800,2002207,14.15,38.8,18.64,0.0123,16.75,0.003,17.86,-0.001,23.2,-0.0055,26.21,-0.0028,80.58,0.0078,0.9519,0.953,-0.0018,0.2624,-0.2115,17.5,601100,17.29,794200
119,US,ACAS,"American Capital, Ltd.",NASDAQ,Financial,,Mid,9/30/2015,20.39,0.28,NULL,0,12.203,50.3929,0.87,6.1908,6.1908,168.2,177.8,5.4207,0.0187,1.0936,25.6247,11.3339,12/31/2015,13.79,0.01,2817200,3777040,12.05,15.65,14.04,-0.0017,14.36,-0.0015,13.98,0.0018,13.6,-0.0002,13.91,-0.0004,40.06,0.01,0.5741,0.5816,-0.04544,-0.0244,-0.7417,13.97,4791700,13.41,4353900
4763,US,ACC,"American Campus Communities, Inc.",NYSE,Financial,,Mid,9/30/2015,23.74,1.02,1.6,63.3397,51.4712,40.5294,0.34,-1,-1,1.2811,1.0314,32.6948,0.0269,13.3165,17.9885,23.3417,12/31/2015,41.34,-0.11,675500,716817,32.3,44.84,40.62,0.0016,39.93,0.0018,39.93,0.001,38.09,0.0004,38.84,-0.0002,67.96,-0.0386,0.9094,0.855,0.00589,0.1969,-0.1061,41.11,857900,39.43,484900
3615,US,ACE,ACE Limited,NYSE,Financial,XLF,Large,9/30/2015,91.33,8.19,2.68,47.0726,38.9947,14.2674,1.16,0.5024,0.4649,NULL,NULL,2.3321,0.088,72.6662,8.9975,129.7299,12/31/2015,116.85,-1.35,1614700,2011113,101.32,118.2,117.07,0,116.01,0.001,115.1,0.001,108.31,0.0006,108.64,0.0001,49.32,-0.1621,0.7767,0.8892,-0.12684,0.0992,-0.6908,111.58,3915200,111.02,13089100
1214,US,ACET,Aceto Corp.,NASDAQ,Basic Materials,,Mid,9/30/2015,8.25,1.29,0.24,46.2415,50.5427,20.9147,1.05,0.552,0.5393,2.4825,1.6656,18.3185,0.1017,44.0433,8.4501,15.4744,12/31/2015,26.98,0.06,317000,317367,19.17,31.66,27.57,-0.0003,27.28,0.0012,27.86,-0.0023,26.25,0.0009,25.05,0.001,43.78,0.0323,0.6564,0.7389,-0.01786,-0.039,-3.4801,22.75,208400,22.41,173000
239485,US,ACGBY,Agricultural Bank of China Limited,OTC Markets,,,Large,12/31/2014,11.88,2.13,0.74,36.6955,41.8494,4.7981,0.36,0.3507,0.2294,NULL,NULL,NULL,0.0269,5.7575,3.5791,23.861,12/31/2015,10.22,-0.01,1900,6963,9.14,14.64,10.42,0.0073,9.83,0.0019,9.93,-0.0001,10.78,-0.0019,11.45,-0.0009,52.14,-0.0096,0.6841,0.8286,-0.06366,0.0022,-0.947,9.4,3400,9.05,145300
2324,US,ACGL,Arch Capital Group Ltd.,NASDAQ,Financial,,Large,9/30/2015,45.19,5.27,NULL,57.062,36.6229,13.2353,0.63,0.4948,0.4948,NULL,NULL,1.5819,0.1326,35.3603,9.3834,73.2011,12/31/2015,69.75,-0.89,364000,384080,58.86,77.65,70.34,-0.0006,71.67,-0.0016,73.15,-0.0021,71.11,0.0005,68.95,0.0005,34.95,-0.2564,0.64,0.5505,-0.03729,0.167,-0.3929,69.14,470300,66.9,500200
150230,US,ACHC,"Acadia Healthcare Company, Inc.",NASDAQ,Healthcare,,Mid,9/30/2015,14.97,1.52,NULL,75.7692,37.9594,41.0921,0.68,0.5205,0.5205,1.6521,1.4016,1046.1585,0.054,682.0941,7.1965,22.6268,12/31/2015,62.46,-0.33,856000,501687,56.9,82.97,62.42,0.0017,65.5,-0.0028,65.54,-0.0008,71.5,-0.0011,71.38,-0.0006,42.28,-0.0615,0.3693,0.3219,0.09232,0.2795,-0.0678,61.52,3787200,58.83,1548600
4532,US,ACIW,"ACI Worldwide, Inc.",NASDAQ,Technology,,Mid,9/30/2015,4.5,0.75,NULL,84.6506,49.6421,28.5333,1.08,1.183,1.183,1.1041,0.9333,6.0449,0.0681,33.4799,9.8273,8.7142,12/31/2015,21.4,-0.49,754300,477810,18.26,25.52,22.33,-0.008,22.8,-0.0031,23.2,-0.0014,23.09,-0.0007,22.96,0.0001,24.53,-0.2303,0.5123,0.5951,-0.17824,-0.0886,-1.8824,19.6,512300,19.36,573900
231295,US,ACKAY,Arcelik AS,OTC Markets,,,Mid,12/31/2014,13.5,1.9921,1.01,21.9669,7.6207,12.1733,NULL,9.7386,2.2501,NULL,NULL,1.8348,0.0708,8.6755,8.5417,24.5986,12/31/2015,24.25,0,900,1190,22.21,33.26,24.56,-0.0017,26.33,-0.0054,26.8,-0.002,26.13,-0.0009,26.63,-0.0007,17.45,0,0,0.1218,-1,0.081,-0.0154,24.05,2500,24.1,400
821,US,ACN,Accenture Plc,NYSE,Technology,XLK,Large,11/30/2015,9.09,4.75,2.2,69.0053,60.4145,22,1.04,2.2965,1.882,1.3571,1.2852,0.007,0.5099,66.1426,11.2347,31.1688,12/31/2015,104.5,-1.36,1984500,2425493,85.83,109.73,104.04,-0.0044,106.38,-0.0006,106.36,0.0002,101.56,0.0006,99.76,0.0007,45.76,-0.1683,0.4455,0.3593,0.05797,0.1351,-0.1875,99.16,3191200,101.88,4280100
8880,US,ACNB,ACNB Corp.,NASDAQ,Financial,,Small,9/30/2015,18.57,1.77,0.8,26.3269,26.2874,12.0339,0.1,2.5071,1.4058,NULL,NULL,2517.75,0.0551,4.7435,10.6559,27.1947,12/31/2015,21.3,-0.71,20500,3030,20.15,21.64,21.59,-0.0009,21.75,-0.001,21.63,-0.0003,20.94,0.0004,20.81,0.0002,40.58,-0.3593,0.3651,0.3921,-0.19298,-0.0026,-1.0643,21.48,1900,21.27,1800
4096,US,ACOR,"Acorda Therapeutics, Inc.",NASDAQ,Healthcare,,Mid,9/30/2015,12.49,0.05,NULL,73.2019,36.5203,855.6,1.69,143.7983,143.7983,3.5769,2.0458,4.3968,0.0362,4.2208,24.6426,3.7485,12/31/2015,42.78,-0.25,397300,467990,25.78,44.23,42.38,0.0074,39.23,0.0046,38.23,0.0065,34.08,0.0024,33.67,0.0013,71.67,-0.072,0.929,0.9469,-0.01248,0.0979,-0.5595,41.01,600000,39.25,707500
224874,US,ACRE,Ares Commercial Real Estate Corporation,NYSE,Industrial Goods,,Small,9/30/2015,14.03,1.2,1,43.9519,47.1806,9.5333,0.48,0.1615,0.1407,40.1778,5.243,-1.5615,-0.0257,45.1336,4.2855,19.463,12/31/2015,11.44,-0.12,117300,104130,11.05,13.01,11.76,-0.004,12.27,-0.0026,12.37,-0.0019,12.22,-0.0001,12.02,0,26.01,-0.1215,0.1423,0.2501,-0.45184,-0.0107,-2.2851,11.6,109500,11.11,109800
2505,US,ACU,Acme United Corp.,AMEX,Consumer Goods,,Micro,9/30/2015,10.94,1.37,0.4,58.015,42.3878,12.7007,0.35,1.2777,1.0376,3.7435,1.4333,-13.5957,0.0735,20.9208,6.5568,18.3637,12/31/2015,17.4,0.34,3700,14373,16.6,19.8,16.87,0.0025,17.08,0.0013,16.9,0.0005,17.48,-0.0002,17.68,-0.0003,60.34,0.1456,0.6847,0.5831,0.14072,0.0652,1.1917,16.26,2200,15.93,800
1597,US,ACXM,Acxiom Corporation,NASDAQ,Technology,,Mid,9/30/2015,8.87,0.1,NULL,0,0,200.3,1.14,-1,-1,1.6695,1.4848,10.3967,-0.0034,0.5598,74.1578,4.4674,12/31/2015,20.92,-0.54,271500,308677,16.04,22.9,21.28,-0.0067,21.94,-0.0009,22,-0.0007,20.2,0.0014,19.66,0.0004,35.16,-0.2375,0.4382,0.4305,-0.15634,-0.0117,-1.3948,18.99,576700,18.85,550800
3492,US,ACY,AeroCentury Corp.,AMEX,Services,,Micro,9/30/2015,30.56,2.49,NULL,0,10.9979,5.1004,-0.48,-1,-1,0.0238,0.0238,0,-0.0181,5.5353,4.6578,41.3778,12/31/2015,12.7,0.15,5200,8520,7.61,13.89,12.1,0.0017,10.6,0.0121,9.91,0.0073,9.41,0.0026,9.87,0,72.51,0.027,0.8688,0.7451,0.08754,-0.0095,0.6431,12.37,1100,11.75,100
966,US,ADBE,Adobe Systems Incorporated,NASDAQ,Technology,XLK,Large,8/31/2015,13.53,1.24,NULL,7.25,21.5641,75.7581,1.11,-1,-1,1.845,0.7234,1.6735,0.0378,5.8709,42.9088,19.429,12/31/2015,93.94,-1.34,1408500,2518650,69.99,94.2,93.87,-0.0017,92.47,0.0013,91.25,0.0016,84.7,0.0012,82.64,0.001,51.99,-0.1691,0.7748,0.7663,-0.04636,0.0453,-0.767,89.11,2696400,89.8,4052500
5254,US,ADC,Agree Realty Corp.,NYSE,Financial,,Mid,9/30/2015,16.2,2.15,1.86,38.1453,32.3002,15.8093,0.82,-1,-1,0.3196,0.1779,-2.6747,0.0553,39.5937,8.1203,27.9942,12/31/2015,33.99,-0.29,102900,155210,27.86,35.45,33.78,0.0001,33.39,0.0012,33.08,0.0017,31,0.0008,31.21,0.0001,56.39,-0.1169,0.8535,0.7994,-0.0468,0.0738,-0.3493,33.73,92900,32.8,136600
18457,US,ADDYY,adidas AG (ADR),OTC Markets,Consumer Goods,,Large,9/30/2015,18.21,1.45,0.84,0,23.0406,33.4552,1.41,1.0008,0.9515,1.678,0.8499,10.6536,0.0684,8.4584,27.3797,24.3742,12/31/2015,48.51,-0.49,13200,91557,33.16,50.15,48.91,-0.002,48.43,0.0019,47.36,0.002,42.03,0.0015,41.71,0.0013,46.1,-0.1025,0.6831,0.7059,-0.11771,-0.0722,-6.9823,45.81,42400,46.27,41800
1980,US,ADI,"Analog Devices, Inc.",NASDAQ,Technology,XLK,Large,10/31/2015,16.15,2.2,1.6,39.7703,27.453,24.5591,1.07,102.3296,7.6747,3.6626,1.3289,0.6611,0.1193,18.0345,14.5754,28.2741,12/31/2015,55.32,-1.23,1402000,2794143,50.61,68.75,56.2,-0.0039,58.01,-0.0023,59.07,-0.0017,59.73,-0.0014,60.59,-0.0004,35.28,-0.2285,0.4459,0.4319,-0.20343,0.0877,-0.5847,50.42,5144300,50.5,3285800
1425,US,ADM,Archer-Daniels-Midland Company,NYSE,Consumer Goods,XLP,Large,9/30/2015,31.75,2.9,1.12,49.1976,22.1368,12.2448,1.28,0.2365,0.2229,1.6682,0.5563,1.4329,0.0927,8.508,10.7893,45.5158,12/31/2015,36.68,-0.2,2516800,5227253,34.18,53.03,36.15,0.0036,35.93,-0.0005,38.79,-0.0046,44.1,-0.0024,45.43,-0.0012,58.58,-0.0668,0.9139,0.8751,0.02011,0.3383,-0.1774,34.52,4487800,33.36,5462600
1622,US,ADP,"Automatic Data Processing, Inc.",NASDAQ,Technology,XLK,Large,9/30/2015,11.1,3.15,2.12,27.1122,40.0855,26,0.85,5.1587,3.4076,1.0625,0.1175,1.2708,0.1764,17.5256,20.3674,28.0484,12/31/2015,84.72,-1.66,1409100,1452043,76.28,90.11,85.24,-0.0017,85.87,-0.0005,86.55,-0.0006,83.2,-0.0001,83.92,-0.0002,43.05,-0.2435,0.691,0.6931,-0.14183,0.1396,-0.5518,78.78,5011700,78.99,2847700
231736,US,ADPT,Adeptus Health Inc.,NYSE,Healthcare,,Mid,9/30/2015,2.44,1.11,NULL,0,0,49.1171,NULL,NULL,NULL,1.5839,1.4804,-2.1415,0.0604,7.343,43.8337,7.8063,12/31/2015,54.52,-0.97,1819500,457443,31.45,118.06,52.66,0.0048,55.58,0.0048,58.85,-0.0105,83.78,-0.0012,77.3,0.0005,53.52,-0.08,0.7232,0.3991,0.33241,0.802,0.0074,57.22,573900,50.06,812200
1842,US,ADS,Alliance Data Systems Corporation,NYSE,Services,XLK,Large,9/30/2015,16.94,7.39,NULL,91.5865,53.7788,37.4249,1.4,1.5568,1.5568,2.1909,2.0987,7.1335,0.0665,774.8826,9.0118,53.0726,12/31/2015,276.57,-0.2,262100,300450,247.05,309.91,274.86,0.0012,279.45,-0.0009,285.35,-0.0003,280.33,-0.0005,285.01,-0.0003,50.07,-0.0115,0.714,0.6657,0.03232,1.2838,-0.1721,262.03,590500,256.24,824600
198746,US,ADT,The ADT Corporation,NYSE,Services,XLI,Large,9/30/2015,18.47,1.72,0.84,26.5491,22.1432,19.1744,1.32,2.7121,1.9932,0.6064,0.4195,3.5879,0.0358,10.5534,13.079,26.7355,12/31/2015,32.98,-0.71,1462100,1548843,31.13,42.61,33.57,-0.003,34.11,-0.0011,33.88,-0.0002,33.48,-0.0007,34.99,-0.001,40.35,-0.1586,0.5951,0.6432,-0.24865,0.0099,-0.9108,30.9,1764400,30.38,2419400
3457,US,ADTN,ADTRAN Inc.,NASDAQ,Technology,,Mid,9/30/2015,10.6,0.42,0.36,0,13.6239,41,0.88,10.3015,6.7545,2.9501,1.7842,0.64,0.0674,2.6649,34.2398,10.0085,12/31/2015,17.22,-0.08,332800,401300,15.53,23.05,17.27,0.002,16.66,0.0027,16.14,0.003,15.98,0,16.39,-0.0008,58.28,-0.0657,0.6372,0.6169,0.02146,-0.0195,-13.2312,16.71,900600,17.57,546000
52536,US,ADUS,Addus HomeCare Corporation,NASDAQ,Healthcare,,Small,9/30/2015,11.17,1.1,NULL,32.3515,35.6549,21.1636,0.3,0.7894,0.7894,2.2537,2.0878,2.162,0.1036,32.8035,8.8536,16.627,12/31/2015,23.28,-0.81,128300,64597,19.88,35.25,23.94,-0.0063,23.25,0.0036,23.35,-0.0101,27.38,-0.0012,27.08,0.0001,41.61,-0.2152,0.4029,0.4481,-0.16644,-0.145,-0.8739,22.54,103300,21.36,166900
1345,US,AE,Adams Resources & Energy Inc.,AMEX,Basic Materials,,Small,9/30/2015,36.68,0.11,0.88,51.6368,39.1389,349.0909,1.25,5.1081,4.9425,1.4884,1.3435,0,0.1066,0.7519,39.419,9.528,12/31/2015,38.4,2.1,21400,8430,33.6,72.91,35.91,0.0086,39.14,-0.0048,41.39,-0.0033,43.49,-0.0007,46.28,-0.0024,61.39,0.315,0.5982,0.4094,0.41489,0.6377,0.4422,38.15,4600,33.95,8700
241727,US,AEB,AEGON N.V.,NYSE,,,Large,6/30/2015,0.01,0.21,0.27,0,0,114.9048,1.32,-1,-1,0,0,-8566,-0.6185,0.4194,58.8364,0.2174,12/31/2015,24.13,-0.15,10100,16210,23.14,25.85,23.87,0.0036,23.88,0.0001,23.95,0.0001,24.17,0,24.29,-0.0003,63.33,-0.1661,0.9178,0.8867,-0.03365,0.0978,-0.1609,24.19,14500,23.96,20100
3616,US,AEE,Ameren Corporation,NYSE,Utilities,XLU,Large,9/30/2015,27.92,2.67,1.7,0,10.0705,16.191,0.43,0.1731,0.1661,0.9097,0.5007,-19.4188,0.0597,13.8002,12.0984,40.9548,12/31/2015,43.23,-0.77,2079200,1887907,37.73,46.26,43.62,0.0005,43.16,0.0003,43.41,-0.0005,41.3,0.0005,41.3,0.0001,46.74,-0.2404,0.7889,0.8741,-0.1389,0.0764,-0.5725,43.85,3189000,43.71,1493900
4607,US,AEL,American Equity Investment Life Holding Company,NYSE,Financial,,Mid,9/30/2015,25.97,2.72,0.22,65.9359,30.6923,8.8346,1.91,0.1206,0.1191,NULL,NULL,0.5666,0.063,21.2083,5.6564,39.8668,12/31/2015,24.03,-0.24,375700,507587,22.76,29.54,24.13,-0.0009,25.3,-0.0034,25.77,-0.0011,25.77,-0.0004,26.33,-0.0009,40.61,-0.0938,0.6263,0.5439,0.02489,0.1284,-0.2428,21.11,459400,19.01,1184400
