InstrID,CountryCode,Identifier,Name,Exchange,Sector,SPDRIndx,MktCapType,FS_AsOfDate,FS_BVPS,FS_EPS,FS_DivRate,FS_GrowthGrade,FS_GrowthGradeYOY,Ratio_PE,Ratio_Beta,Ratio_PEG,Ratio_PEGY,Ratio_Current,Ratio_Quick,Ratio_DebtToFCF,Ratio_ROIC,Eval_ValuePrice_M,Eval_IRT_M,Eval_GrahamNumber,MktPrice_Date,MktPrice_Close,MktPrice_Change,MktPrice_Volume,MktPrice_VolumeAvg,MktPrice_52Wk_Lo,MktPrice_52Wk_Hi,MA10,MA10_ChangePcnt,MA30,MA30_ChangePcnt,MA50,MA50_ChangePcnt,MA150,MA150_ChangePcnt,MA200,MA200_ChangePcnt,RSI,RSI_ChangePcnt,SlowStoch_K,SlowStoch_D,SlowStoch_ChangePcnt,MACD,MACD_ChangePcnt,Jan_07_MktPrice_Close,Jan_07_MktPrice_Volume,Jan_14_MktPrice_Close,Jan_14_MktPrice_Volume
1162,US,CRAY,Cray Inc.,NASDAQ,Technology,,Mid,9/30/2015,9.2,1.95,NULL,62.2051,34.4818,16.641,2.23,23.7729,23.7729,3.4608,2.2504,0,0.1495,71.8034,7.3504,20.091,12/31/2015,32.45,-0.67,118800,178373,19.63,35.38,32.54,-0.001,33.6,-0.001,31.82,0.0068,27.07,0.0005,27.73,0.0004,43.72,-0.1827,0.6024,0.5068,0.05036,0.0425,-0.5468,28.42,174900,33.95,403500
4299,US,CRESY,"Cresud Sociedad An¢nima Comercial, Inmobiliaria, Financiera y Agropecuaria",OTC Markets,Services,,Mid,6/30/2015,2.73,0.16,0.29,0,12.8729,80.625,1.91,-1,-1,1.039,0.5264,2.8137,0.0256,0.2974,58.9752,3.135,12/31/2015,12.9,-0.08,45200,167043,9.51,14.82,12.62,0.0093,11.88,0.0007,12.11,0.0034,11.69,-0.0002,12.17,-0.0005,71.31,-0.0657,0.9356,0.853,-0.00966,0.0968,-0.2223,11.24,229000,10.19,85900
3832,US,CRH,CRH PLC (ADR),NYSE,Industrial Goods,,Large,12/31/2014,15.15,0.83,0.69,3.0192,13.3205,34.7229,0.86,0.816,0.7727,2.2569,1.539,6.8022,0.052,4.0089,29.6959,16.8204,12/31/2015,28.82,-0.29,66300,249493,22.51,30.95,28.86,0.0006,28.92,0.0019,28.33,0.0015,28.51,0.0002,28.31,0.0004,47.29,-0.144,0.7348,0.708,-0.11009,0.0147,-0.7381,26.8,375400,26.66,308100
2237,US,CRI,"Carter's, Inc.",NYSE,Consumer Goods,,Mid,10/31/2015,14.21,4.41,0.88,64.2564,41.4338,20.1882,-0.49,1.5711,1.4587,4.1999,2.2657,3.3444,0.1596,70.3012,10.1131,37.5498,12/31/2015,89.03,-1.43,461600,567883,81.41,107.98,90.04,-0.0008,88.87,0.0019,88.67,-0.0003,96.37,-0.001,96.36,-0.0001,42.77,-0.2273,0.6747,0.7168,-0.11949,-0.1321,-4.7927,93.86,776900,91.6,531700
2267,US,CRL,"Charles River Laboratories International, Inc.",NYSE,Healthcare,,Mid,9/30/2015,14.16,3.04,NULL,42.1026,28.8109,26.4441,0.94,3.1899,3.1899,2.0492,1.4114,4.2862,0.0977,30.4632,14.6156,31.1214,12/31/2015,80.39,-0.15,282400,344553,61.75,84.08,79.6,0.0011,77.44,0.0033,74.27,0.004,72.1,0.0007,73.02,-0.0001,66.82,-0.0329,0.876,0.8978,-0.02483,0.0091,-0.8378,78.52,1226200,75.58,1052400
5195,US,CRMT,America's Car-Mart Inc.,NASDAQ,Services,,Small,10/31/2015,26.51,2.1,NULL,43.2746,33.6731,12.7095,1.28,0.5037,0.5037,2.4137,2.1601,11.775,-0.0153,10.4175,9.3709,35.3921,12/31/2015,26.69,-0.93,101000,107960,24.75,57,27.28,0.0072,28.09,-0.0121,30.87,-0.0054,38.81,-0.0045,42.32,-0.0036,43.71,-0.1616,0.6116,0.7044,-0.0991,0.3384,-0.3147,25.54,186000,21.83,167700
190028,US,CRPJY,China Resources Power Holdings Co. Ltd.,OTC Markets,Conglomerates,,Large,12/31/2014,27.1,4.04,1.55,84.9765,61.6079,7.1163,0.3,0.3226,0.2592,0.5973,0.3495,4.9385,0.0695,36.4262,5.1995,49.6325,12/31/2015,28.75,0.15,1300,2403,27.2,45.6,29.11,0.0001,29.01,-0.0022,30.82,-0.0056,35.87,-0.0023,37.31,-0.0012,44.58,0.0661,0.6575,0.8642,-0.1655,0.1007,-0.4269,28.65,700,27.14,1000
3824,US,CRS,Carpenter Technology Corp.,NYSE,Industrial Goods,,Mid,9/30/2015,27.82,1.05,0.72,32.0363,30.4103,28.8286,1.8,3.6446,2.8016,3.3232,1.1717,5.4554,0.038,5.9996,19.6667,25.6368,12/31/2015,30.27,-0.55,373200,451540,27.92,47.91,30.06,0.0065,32.59,-0.0036,32.85,-0.0001,35.73,-0.002,37.07,-0.001,41.41,-0.1366,0.4528,0.439,0.0103,0.2679,-0.1602,27.84,917000,25.98,461300
206,US,CRT,Cross Timbers Royalty Trust,NYSE,Basic Materials,,Micro,9/30/2015,1.86,1.58,1.39,0,20.2051,8.2342,0.84,1.5958,0.5198,1,1,0,1.3995,8.016,6.5881,8.1316,12/31/2015,13.01,0.47,22800,31150,13.86,22.67,12.76,0.0058,13.9,-0.0066,15.27,-0.0065,15.56,-0.0019,16.77,-0.0019,49.16,0.3081,0.353,0.3688,0.21852,0.1662,0.189,12.52,20600,12.5,28000
228342,US,CRTO,Criteo SA,NASDAQ,Services,,Mid,12/31/2014,6.27,0.64,NULL,94.0256,57.9605,61.875,-0.18,-1,-1,2.1845,2.0873,NULL,0.1133,67.306,11.6548,9.502,12/31/2015,39.6,-0.23,144900,462117,42.03,54.95,39.63,0.0018,39.68,0.0006,39.41,-0.0016,43.47,-0.0013,43.58,-0.0004,47.88,-0.055,0.6341,0.6111,0.02225,0.0131,-0.7655,34.93,736800,30.82,1004100
853,US,CRUS,Cirrus Logic Inc.,NASDAQ,Technology,,Mid,9/30/2015,11.31,1.71,NULL,64.094,31.7105,17.269,0.17,-1,-1,2.5593,1.1755,1.2633,0.0663,53.9932,7.5302,20.8603,12/31/2015,29.53,-1.16,1546700,1720773,22.91,35.97,31,-0.0035,31.76,0.0006,31.35,-0.0008,31.55,-0.0017,32.34,-0.0006,26.92,-0.2635,0.1411,0.2417,-0.40551,-0.2625,-0.5797,26.8,3020000,27.47,3436900
878,US,CRVL,CorVel Corporation,NASDAQ,Financial,,Mid,9/30/2015,6.44,1.35,NULL,39.9188,40.1549,31.7259,1.06,4.2077,4.2077,1.6093,1.2179,0,0.2247,10.283,19.275,13.9862,12/31/2015,43.92,-1.06,140800,50327,29.67,44.98,43.13,0.0079,40.32,0.0057,38,0.0054,34.26,0.0016,34.68,0.0014,65.88,-0.2045,0.8592,0.9094,-0.0821,0.2187,-0.4542,44.35,66200,43.08,40100
4600,US,CRY,CryoLife Inc.,NYSE,Healthcare,,Small,9/30/2015,5.22,0.11,0.12,17.5267,34.7468,98,1.02,2.7833,2.6982,5.1403,3.0703,0,0.0495,2.3283,36.3118,3.5944,12/31/2015,10.78,-0.47,69400,62963,9.58,12.19,10.63,0.0013,10.58,0.0012,10.54,0.0009,10.55,0,10.5,0.0002,53.22,-0.3009,0.8562,0.8187,-0.10901,0.0896,-0.323,10.02,73300,9.6,66500
8888,US,CRZBY,Commerzbank AG (ADR),OTC Markets,Financial,,Large,12/31/2014,28.48,0.55,NULL,12.6293,24.7158,18.8182,0.87,1.0156,1.0156,NULL,NULL,48.1661,0.2371,0.8038,16.5183,18.7734,12/31/2015,10.35,-0.07,34000,32887,9.99,14.54,10.44,-0.0002,10.64,-0.0021,10.89,-0.0017,11.75,-0.0017,12.27,-0.0012,40.68,-0.0928,0.7553,0.8235,-0.13942,0.0391,-0.3545,9.56,21700,9.21,102700
56,US,CS,Credit Suisse Group,NYSE,Financial,,Large,12/31/2014,27.26,2.1,0.75,1.6207,15.0491,10.3286,1.47,-1,-1,NULL,NULL,-1.1335,0.0364,4.8487,9.544,35.8892,12/31/2015,21.69,-0.21,944000,1576137,20.48,29.69,21.72,0.0012,21.84,-0.002,22.85,-0.0037,25.73,-0.0012,25.97,-0.0007,47.46,-0.1275,0.8377,0.8409,-0.07923,0.1324,-0.2833,20.24,2159900,19.29,1570700
243668,US,CSAL,"Communications Sales & Leasing, Inc.",NASDAQ,Industrial Goods,,Mid,12/31/2014,NULL,0.13,2.4,0,0,143.7692,NULL,0,0,NULL,NULL,NULL,NULL,1.8588,23.2514,NULL,12/31/2015,18.69,0.04,812700,1231170,17.43,30.27,18.93,0.0011,18.84,-0.0011,19.28,-0.0018,21.2,-0.0023,22.32,-0.0009,45.4,0.0168,0.4763,0.7331,-0.28638,0.0234,-0.704,20.74,2080300,18.75,1301100
6039,US,CSBK,Clifton Bancorp Inc.,NASDAQ,Financial,,Small,9/30/2015,13.31,0.34,0.24,62.9605,13.1667,42.1765,0.37,-1,-1,NULL,NULL,2517.625,0.0361,14.0907,13.5691,10.0907,12/31/2015,14.34,-0.21,80000,72223,13.35,14.94,14.39,-0.0022,14.57,-0.0007,14.59,-0.0006,14.19,0.0002,14.12,0.0002,44.92,-0.2207,0.4271,0.2281,0.24153,0.0108,-0.2338,14.14,90900,13.35,234300
1601,US,CSC,Computer Sciences Corporation,NYSE,Technology,XLK,Mid,10/31/2015,23.61,0.15,0.56,0,0,209.9333,0.72,-1,-1,1.3621,1.2405,2.186,0.0121,0.5679,53.0447,8.9266,12/31/2015,32.68,-0.44,1439800,3953000,29.92,71.74,32.56,0.004,40.38,-0.0302,51.01,-0.0124,60.16,-0.004,61.62,-0.0028,35.72,-0.1138,0.8369,0.9131,-0.06613,1.5333,-0.1,30.32,1429800,29.46,1573600
1096,US,CSCD,Cascade Microtech Inc.,NASDAQ,Technology,,Small,9/30/2015,6.22,0.73,NULL,67.9808,27.9263,22.2603,0.95,0.4997,0.4997,4.8574,3.2473,0,0.097,17.1613,9.7744,10.1076,12/31/2015,16.25,0,46200,43830,12.3,17.02,16.13,0.0022,16.28,0.0007,15.95,0.0013,15.24,0.0001,14.98,0.001,52.18,0.0001,0.6474,0.4924,0.09386,0.0044,5.2097,14.26,30200,14.82,70800
515,US,CSCO,"Cisco Systems, Inc.",NASDAQ,Technology,XLK,Large,10/31/2015,11.57,1.88,0.84,47.4541,49.8964,13.9096,1.07,1.1181,0.8888,3.2292,0.8308,1.9068,0.1085,13.8642,9.2128,22.1226,12/31/2015,27.16,-0.37,16921300,23131237,25.19,30.19,27.11,-0.0003,27.13,0.0004,27.61,-0.001,27.49,-0.0005,27.76,-0.0002,49.5,-0.159,0.8208,0.8533,-0.07647,0.0958,-0.3541,25.41,42957400,24.66,41494600
6040,US,CSFL,"CenterState Banks, Inc.",NASDAQ,Financial,,Mid,9/30/2015,9.76,0.79,0.08,34.1934,38.7212,19.8101,0.3,2.2209,2.1008,NULL,NULL,20142,0.0462,36.8315,7.6509,13.1713,12/31/2015,15.65,-0.06,296300,225963,10.99,15.94,15.58,0.0011,15.65,0.0003,15.39,0.0012,14.42,0.0015,13.88,0.0012,53.74,-0.0488,0.8318,0.7236,0.00307,0.0418,-0.2141,15.39,322400,14.07,161500
222781,US,CSGKF,CREDIT SUISSE GROUP AG,OTC Markets,,,Large,12/31/2014,27.26,2.1,0.74,0,0.5043,10.3333,1.53,-1,-1,0,0,-1.1335,0.0364,10.7693,7.7869,35.8892,12/31/2015,21.7,-0.1,27800,43797,20.5,29.54,21.55,0.0021,21.51,-0.0018,22.61,-0.0036,25.6,-0.0012,25.9,-0.0007,52.89,-0.0459,0.8427,0.8546,-0.01138,0.1479,-0.2224,20.35,4400,18.91,6300
879,US,CSGS,CSG Systems International Inc.,NASDAQ,Technology,,Mid,9/30/2015,11,1.55,0.7,12.5919,37.9605,23.2129,0.88,2.1817,1.8438,2.2645,1.5609,4.7818,0.0689,9.4999,15.385,19.5863,12/31/2015,35.98,-0.05,198900,229013,23.87,37.93,35.36,0.0017,35.32,0.0003,35.02,0.0022,32.54,0.001,31.97,0.001,59.98,-0.018,0.8596,0.8266,0.0125,0.1671,-0.1767,35.02,290100,33.78,214800
3993,US,CSH,"Cash America International, Inc.",NYSE,Financial,,Mid,9/30/2015,39.11,1.3,0.2,46.3803,59.0865,23.0385,1.01,0.8851,0.8629,6.5157,0.9679,0.427,0.0716,15.325,12.5468,33.8226,12/31/2015,29.95,0.15,192500,207507,20.75,34.76,30.46,-0.0012,31.57,-0.0019,31.76,0.0003,28.61,0.0007,27.98,0.0008,38.29,0.0749,0.2881,0.446,-0.15671,-0.0044,-1.1586,28.34,290600,28.86,278200
221991,US,CSIOY,CASIO COMPUTER CO LIMITED (ADR),OTC Markets,,,Large,3/31/2015,60.98,9.78,2.84,37.2115,1.4209,24.1043,0.65,1.5642,1.4512,2.1658,0.0072,0.0124,0.0963,47.4731,18.2457,115.8389,12/31/2015,235.74,0.21,200,210,148.2,235.53,225.89,0.0046,219.9,0.005,208.98,0.0053,197.87,0.0016,196.45,0.0012,79.16,0.0029,0.9688,0.5877,0.26037,1.0655,0.3597,223.54,200,218.05,100
2006,US,CSIQ,Canadian Solar Inc.,NASDAQ,Technology,,Mid,12/31/2014,11.78,3.16,NULL,83.625,38.9808,9.1646,4.04,0.1372,0.1372,1.1881,0.7774,1.5005,0.1401,70.3994,4.6867,28.9406,12/31/2015,28.96,0.32,1303300,2206947,16.28,39.09,28.41,0.0059,25.02,0.0118,23.78,0.0062,24.01,-0.001,26.85,-0.001,69.16,0.0393,0.8605,0.8898,-0.02139,-0.0151,-1.2624,22.99,4678200,20.28,3295500
116,US,CSL,Carlisle Companies Incorporated,NYSE,Consumer Goods,,Large,9/30/2015,33.24,4.4,1.2,54.281,50.2714,20.1568,0.9,0.684,0.654,4.1089,3.0734,3.3825,0.0959,76.3166,9.8434,57.3651,12/31/2015,88.69,-0.2,405100,416877,84.11,101.52,88.83,-0.0008,88.65,0.0016,87.58,-0.0006,95.19,-0.0007,95.32,-0.0002,47.27,-0.0582,0.6002,0.6653,-0.08136,-0.0424,-8.0454,80.94,344100,80.64,456000
247757,US,CSRA,CSRA Inc.,NYSE,Technology,,Mid,3/31/2015,NULL,1.36,NULL,0,0,22.0588,NULL,0,0,NULL,NULL,NULL,0.2001,8.6501,14.712,NULL,12/31/2015,30,0.15,944600,2490620,27.46,32.98,28.25,0.0091,29.37,-0.0034,29.56,0.0005,29.56,0.0005,29.56,0.0005,0,0,0.897,0.7093,-0.02574,0,0,27.47,2597600,29.15,1557500
3585,US,CSS,CSS Industries Inc.,NYSE,Services,,Small,9/30/2015,29.19,1.76,0.72,13.9968,5.9541,16.125,1.26,3.3664,2.1999,6.5541,2.367,0.1481,0.0643,9.0168,11.5336,33.9989,12/31/2015,28.38,-0.05,20900,20383,25.87,30.59,28.09,0.0024,28.29,0.0017,28.25,0.0018,28.07,0.0002,28.23,-0.0001,57.32,-0.0274,0.7551,0.6998,-0.01913,0.1122,-0.0738,26,22600,25.18,20200
227610,US,CST,"CST Brands, Inc.",NYSE,Industrial Goods,,Mid,9/30/2015,9.01,2.83,0.25,1.5139,33.5748,13.8233,1.11,3.1274,2.7319,1.4509,1.0055,19.2286,0.1205,8.9952,13.3349,23.9523,12/31/2015,39.14,-0.2,363700,742440,32.97,44.57,39.18,-0.0011,37.93,0.0024,37.25,0.0023,36.96,-0.0001,38.37,-0.0007,53.73,-0.0666,0.6297,0.6673,-0.03718,-0.0661,-8.9148,40.14,1043000,37.55,1602200
179653,US,CSTE,CaesarStone Sdot-Yam Ltd.,NASDAQ,Industrial Goods,,Mid,12/31/2014,9.18,2.25,NULL,69.3269,71.5737,19.2622,2.76,0.874,0.874,2.3939,1.3594,-1.03,0.2662,96.8407,7.6768,21.5578,12/31/2015,43.34,0.76,133400,269163,29.01,70.16,41.79,0.003,40.54,0.0054,39.33,0.0044,48.06,-0.0026,51.08,-0.002,64.97,0.0744,0.9054,0.8369,0.13522,0.1896,0.2364,37.14,686400,36.2,474600
3402,US,CSV,Carriage Services Inc.,NYSE,Services,,Small,9/30/2015,9.42,1.11,0.1,41.2746,30.7778,21.7117,1.5,0.9243,0.9084,1.114,0.5972,-6.4505,0.0528,15.7536,10.8298,15.3383,12/31/2015,24.1,-0.09,161800,115300,20.16,25.56,24.36,-0.0013,24.55,-0.0004,23.77,0.0016,23.32,-0.0002,23.56,0,41.98,-0.0459,0.5128,0.4718,-0.03116,-0.054,-0.5504,22.82,74400,22.5,76500
16764,US,CSVI,"Computer Services, Inc.",OTC Markets,Technology,,Mid,8/31/2015,9.78,2.06,1,58.7169,57.9498,19.4175,-0.06,3.7413,2.525,1.8066,1.4274,0.0003,0.2019,24.7747,9.7244,21.2909,12/31/2015,40,0,6000,5457,37.85,43.5,38.87,0.0076,38.08,0.0018,38.43,0.0005,40.38,-0.0004,40.84,-0.0002,64.57,0,0.8372,0.8083,-0.08861,0.3315,-0.1447,37.9,12200,36.25,69500
4774,US,CSWC,Capital Southwest Corporation,NASDAQ,Financial,,Small,9/30/2015,47.11,3.55,0.2,50.6485,34.6442,3.9099,0.4,0.5969,0.4893,NULL,NULL,0,0.0695,81.146,2.3665,61.3426,12/31/2015,13.88,0.04,519700,108103,13.88,51.15,14.08,-0.0018,14.53,-0.0011,14.61,-0.0005,34.03,-0.007,37.64,-0.0046,33.93,0.08,0.1604,0.1694,0.41249,0.0006,-0.9322,14.24,68300,13.92,33700
48609,US,CSWI,"CSW Industrials, Inc.",OTC Markets,Services,,Mid,3/31/2015,1.04,2.14,NULL,60.3162,33.8739,17.6028,-0.73,2.1106,2.1106,NULL,NULL,0.2278,0.128,90.7618,6.7402,7.0764,12/31/2015,37.67,0.875,90500,91350,32.25,38.9,37.53,-0.0015,37.29,0.0007,36.89,0.0019,36.12,0.0007,36.12,0.0007,51.99,0.4349,0.347,0.4116,-0.08543,0.0216,4.4411,35.52,116700,33.99,66500
124,US,CSX,CSX Corp.,NYSE,Services,XLI,Large,9/30/2015,11.21,2.01,0.72,51.0427,41.7489,12.7463,1.18,2.6666,1.6794,1.2207,0.9203,11.2841,0.1108,10.8674,9.3842,22.516,12/31/2015,25.95,0.05,4742200,9165750,26.27,37.46,25.81,-0.0019,26.81,-0.0015,27.06,-0.0013,29.2,-0.0019,30.61,-0.0015,48.4,0.0205,0.6652,0.6413,0.00223,0.1439,-0.1248,23.62,9802200,23.26,16553500
3555,US,CTAS,Cintas Corporation,NASDAQ,Services,XLI,Large,8/31/2015,18.33,5.62,1.05,31.8205,39.3451,15.7384,0.71,0.7307,0.6924,2.7949,1.4719,2.8926,0.1402,71.1677,9.2107,48.1438,12/31/2015,91.05,-1.19,315000,571283,76.87,92.98,91.06,-0.0002,91.34,0.0005,91.47,-0.0004,88.08,0.0004,86.78,0.0003,47.42,-0.1918,0.6905,0.7397,-0.13391,0.1765,-0.4485,86.88,840500,85.54,516400
2305,US,CTB,Cooper Tire & Rubber Co.,NYSE,Consumer Goods,,Mid,9/30/2015,15.37,4.04,0.42,44.1731,28.0224,9.3688,-0.21,0.3301,0.3177,2.7916,1.8081,1.7087,0.1809,20.2133,7.2162,37.3782,12/31/2015,37.85,-0.82,204000,355257,31.46,43.26,38.31,-0.005,39.96,-0.0011,40.67,-0.0023,38.21,0.0002,38.66,-0.0002,34.98,-0.2255,0.2649,0.2275,-0.14451,0.0627,-0.4415,33.65,893000,35.12,577800
6139,US,CTBI,Community Trust Bancorp Inc.,NASDAQ,Financial,,Mid,9/30/2015,25.09,2.56,1.24,32.3504,36.7895,13.6562,0.59,2.0723,1.3468,NULL,NULL,366.2182,0.0984,12.5769,10.2674,38.0156,12/31/2015,34.96,-0.46,54400,27887,31.58,36.5,34.9,-0.0023,35.5,-0.0004,35.29,-0.0003,34.99,0.0004,34.45,0.0003,46.96,-0.186,0.5448,0.4523,0,0.0828,-0.2647,33.85,29700,32.28,49200
5559,US,CTCT,"Constant Contact, Inc.",NASDAQ,Services,,Mid,9/30/2015,8.11,0.6,NULL,81.7585,57.3205,48.7333,1.28,221.515,221.515,3.1697,1.9091,0,0.0575,59.6755,10.3724,10.4635,12/31/2015,29.24,0.08,411000,733173,23.78,42.21,28.88,-0.0031,30.53,-0.0026,29.98,0.0033,27.7,0.0005,29.33,-0.0017,42.3,0.0594,0.4027,0.3431,0.03971,0.0184,1.4755,29,459400,28.83,318600
1628,US,CTL,"CenturyLink, Inc.",NYSE,Technology,XLK,Large,9/30/2015,28.93,1.3,2.16,33.1368,18.5502,19.3538,1.15,1.1506,0.7617,0.9127,0.7647,8.6427,0.0456,5.6451,14.5661,29.0896,12/31/2015,25.16,-0.22,3230900,4720837,24.65,40.52,25.5,-0.0038,26.27,-0.0038,27.04,-0.0015,27.94,-0.0019,29.73,-0.0017,38.01,-0.0888,0.5115,0.5398,-0.06633,0.0693,-0.4128,24.22,4898400,23.89,7146900
232643,US,CTLT,"Catalent, Inc.",NYSE,Healthcare,,Mid,9/30/2015,3.77,1.91,NULL,46.7692,34.2169,13.1047,NULL,0.3932,0.3932,1.8484,1.3125,59.9968,0.0873,7.6117,10.6275,12.7285,12/31/2015,25.03,-0.27,418500,502677,24.24,34.21,25.25,-0.0059,26.54,-0.0024,26.75,-0.0006,28.59,-0.0016,29.04,-0.0011,35.07,-0.1333,0.3418,0.276,0.01985,0.0292,0.2628,24.26,595100,24.39,420200
5180,US,CTO,Consolidated Tomoka Land Co.,AMEX,Financial,,Small,9/30/2015,20.53,0.56,0.08,22.5823,9.0288,94.125,1.24,2.0859,2.079,2.6196,0.7161,-6.5236,0.0369,8.3193,51.0675,16.0835,12/31/2015,52.71,0.93,24400,28113,49.26,63,52.65,-0.0048,54.6,-0.001,53.68,0.0008,54.58,-0.0004,55.05,-0.0005,45.74,0.2221,0.467,0.5009,-0.00336,-0.0878,0.4745,51.05,44700,46.49,80200
232272,US,CTRE,"CareTrust REIT, Inc.",NASDAQ,,,Mid,9/30/2015,4.79,0.17,0.64,0,0,64.4118,0,0,0,0,0,-16.6957,0.03,0.244,55.7339,4.2804,12/31/2015,10.95,-0.25,180200,230680,10.28,14.68,11.02,-0.0038,10.84,0.0017,10.97,-0.0016,11.78,-0.0012,12.15,-0.0008,48.32,-0.2318,0.6722,0.6038,-0.07638,0.0107,-0.6944,10.79,241700,10.54,269300
3438,US,CTRN,"Citi Trends, Inc.",NASDAQ,Services,,Small,10/31/2015,13.16,1.1,0.24,42.094,24.734,19.3182,0.63,0.5796,0.5606,2.3662,0.7828,0,0.0438,4.2517,16.5077,18.0474,12/31/2015,21.25,-0.1,109300,193777,20.12,28.24,20.96,0.001,20.91,-0.0022,22.76,-0.0046,24.15,-0.0008,24.27,-0.0008,58.11,-0.0562,0.8997,0.7824,0.06414,0.1815,-0.1139,20.54,80000,19.43,82300
1779,US,CTRP,Ctrip.com International Ltd.,NASDAQ,Services,,Large,12/31/2014,5.4,1.07,NULL,26.3045,58.6314,43.2991,1.69,30.2791,30.2791,1.3431,0.6424,-0.3333,0.0075,45.9754,15.3437,11.402,12/31/2015,46.33,-0.76,2813400,5212680,21.93,54.93,48.15,-0.0072,50.8,0,48.9,0.004,39.84,0.0011,38.04,0.0031,24.59,-0.151,0.0876,0.1346,-0.28114,-0.2737,-0.2927,45.25,6908600,43.34,3981300
3769,US,CTS,CTS Corporation,NYSE,Technology,,Mid,9/30/2015,9.33,0.82,0.16,13.4573,15.0107,21.5122,0.76,-1,-1,3.0057,2.3931,4.7632,0.0712,7.9351,12.3795,13.1202,12/31/2015,17.64,-0.5,217600,86733,15.47,20.07,18.05,-0.0034,18.44,-0.0013,18.5,-0.0022,18.75,-0.0004,18.58,-0.0001,36.17,-0.2351,0.6172,0.5623,-0.13448,0.0129,-0.828,16.41,101200,15.56,57000
162,US,CTSH,Cognizant Technology Solutions Corporation,NASDAQ,Technology,XLK,Large,9/30/2015,12.11,2.55,NULL,97.9979,93.8985,22.5922,1.09,1.2173,1.2173,2.6042,1.7874,0.7137,0.1626,110.9204,8.437,26.3593,12/31/2015,60.02,-0.98,2209700,3411613,50.98,69.76,60.32,-0.004,62.03,-0.0022,64.26,-0.0016,63.61,-0.0005,63.32,-0.0003,42.55,-0.163,0.6087,0.5631,-0.05084,0.2753,-0.2731,56.64,5422100,60.21,7907000
13926,US,CTTAY,Continental AG (ADR),OTC Markets,Services,,Large,12/31/2014,12.75,2.91,0.72,71.1763,40.6389,16.5292,1.22,0.3453,0.3348,0.9898,0.6571,3.1073,0.1653,45.4006,8.773,28.893,12/31/2015,48.11,-0.65,11800,20983,39.26,49.93,48.79,-0.0017,48.14,0.0012,47.83,0.0007,46.25,0.0002,46.64,-0.0001,43.23,-0.1459,0.6973,0.8484,-0.15065,-0.0756,-2.8313,44.99,32300,43.18,34100
866,US,CTWS,Connecticut Water Service Inc.,NASDAQ,Utilities,,Small,9/30/2015,18.89,2.06,1.07,54.0929,37.4338,18.4515,0.25,1.2967,1.0822,1.5311,0.9622,-13.3249,0.0738,23.5489,10.5043,29.5897,12/31/2015,38.01,-0.94,27500,33027,33.79,38.62,38.82,0.0002,36.84,0.0029,36.63,-0.0001,35.61,0.0005,35.73,0.0002,46.97,-0.2868,0.7875,0.8481,-0.09301,-0.0524,-1.4566,38.64,49300,38.92,20000
854,US,CTXS,"Citrix Systems, Inc.",NASDAQ,Technology,XLK,Large,9/30/2015,13.04,1.75,NULL,38.3162,58.8686,43.2286,1.33,-1,-1,1.0618,0.6166,1.9744,0.0666,26.2206,17.7776,22.6594,12/31/2015,75.65,-1.31,716700,1891793,57.53,84.17,76.05,-0.0046,76.15,-0.0012,78.01,-0.0001,73.54,0.001,71.44,0.0009,44.4,-0.1733,0.5491,0.4882,-0.02156,0.0663,-0.618,70.93,1656100,67.38,1958900
232645,US,CTY,Qwest Corp.,NYSE,Utilities,,,12/31/2014,0,1.1,0,1.812,0,22.5818,2.96,0,0,0.8165,0.7612,4.4389,0,0.3019,20.278,0,12/31/2015,24.84,0.06,63100,86987,24.56,26.77,24.3,0.0032,24.47,0.0003,24.6,0.0003,24.7,-0.0001,24.95,-0.0003,76.45,0.0217,0.9443,0.6483,0.12346,0.1245,0.1512,24.84,85300,24.56,143900
1881,US,CUB,Cubic Corporation,NYSE,Technology,,Mid,9/30/2015,28.66,0.85,0.27,15.6741,40.3814,55.5882,0.52,6.5244,6.1153,2.2357,1.8709,1.8833,0.0269,4.5943,26.5611,23.412,12/31/2015,47.25,-0.51,104500,132010,40.71,53.32,46.88,0.0018,46.92,0.0025,46.01,0.0013,45.01,-0.0001,46.22,-0.0006,54.18,-0.1368,0.8688,0.682,0.05631,0.0957,-0.2707,46.34,146300,43.5,188800
140982,US,CUBE,CubeSmart,NYSE,Financial,,Large,9/30/2015,7.85,0.23,0.84,62.5962,33.0865,133.1304,-0.04,13.6081,12.0908,0.0928,0.2115,-2.5447,0.0286,7.7682,19.0938,6.3737,12/31/2015,30.62,-0.39,842400,1029713,22.37,31.42,30.8,0.0008,29.76,0.0022,29.02,0.0019,26.6,0.0017,25.89,0.0012,53.08,-0.1932,0.8466,0.9015,-0.10555,-0.0359,-2.1722,31.52,1231600,30.46,2177100
246547,US,CUBI,"Customers Bancorp, Inc. [CUBI]",NYSE,Financial,,Mid,9/30/2015,15.92,1.84,NULL,35.6314,38.9391,14.7935,0.35,14.5034,14.5034,NULL,NULL,NULL,NULL,40.5617,6.7149,25.6727,12/31/2015,27.22,-0.76,108400,226363,18.09,30.49,27.86,-0.0028,28.71,-0.003,28.73,0.0012,26.65,0.0005,26.21,0.0006,37.97,-0.2417,0.6073,0.5618,-0.08324,0.0357,-0.5978,25.35,241400,24.18,146800
